name,rating,location,niche_grade,acceptance_rate (%),net_price ($),SAT_range,city,state,SAT_low,SAT_high,SAT_average,state_full,state_lat,state_lng,city_lat,city_lng,college_lat,college_lng
Virginia Military Institute,130,"Lexington, VA",A,60,13428.0,1090-1270,Lexington,VA,1090.0,1270.0,1180.0,Virginia,37.431573,-78.656894,37.78402080000001,-79.4428157,37.79151,-79.435352
University of South Florida,131,"Tampa, FL",A,48,9787.0,1170-1330,Tampa,FL,1170.0,1330.0,1250.0,Florida,27.664827,-81.515754,27.950575,-82.4571776,28.0587031,-82.41385389999999
Denison University,132,"Granville, OH",A,29,36650.0,1200-1410,Granville,OH,1200.0,1410.0,1305.0,Ohio,40.417287,-82.907123,40.06811920000001,-82.51960369999999,40.0734008,-82.52290479999999
University of San Diego,133,"San Diego, CA",A,49,35936.0,1190-1370,San Diego,CA,1190.0,1370.0,1280.0,California,36.778261,-119.417932,32.715738,-117.1610838,32.7719191,-117.188213
Wabash College,134,"Crawfordsville, IN",A,64,21285.0,1120-1320,Crawfordsville,IN,1120.0,1320.0,1220.0,Indiana,40.551217,-85.602364,40.0411536,-86.87445160000001,40.0369332,-86.90667119999999
California Polytechnic State University (Cal Poly) - San Luis Obispo,135,"San Luis Obispo, CA",A,28,21232.0,1240-1440,San Luis Obispo,CA,1240.0,1440.0,1340.0,California,36.778261,-119.417932,35.2827524,-120.6596156,35.3050053,-120.6624942
Oklahoma State University,136,"Stillwater, OK",A,70,15325.0,1060-1280,Stillwater,OK,1060.0,1280.0,1170.0,Oklahoma,35.007752,-97.092877,36.1156071,-97.0583681,36.1270236,-97.0737222
Rutgers University - New Brunswick,137,"New Brunswick, NJ",A,61,16873.0,1210-1430,New Brunswick,NJ,1210.0,1430.0,1320.0,New Jersey,40.058324,-74.405661,40.4862157,-74.4518188,40.5008405,-74.44741739999999
Yeshiva University,138,"New York, NY",A,55,33953.0,1150-1390,New York,NY,1150.0,1390.0,1270.0,New York,43.299428,-74.217933,40.7127753,-74.0059728,40.850457,-73.9289675
James Madison University,139,"Harrisonburg, VA",A,77,18708.0,1120-1290,Harrisonburg,VA,1120.0,1290.0,1205.0,Virginia,37.431573,-78.656894,38.4495688,-78.8689155,38.435092,-78.8697548
Auburn University,140,"Auburn, AL",A,81,23562.0,1150-1320,Auburn,AL,1150.0,1320.0,1235.0,Alabama,32.318231,-86.902298,32.6098566,-85.48078249999999,32.5933574,-85.4951663
Rhodes College,141,"Memphis, TN",A,45,30632.0,1220-1430,Memphis,TN,1220.0,1430.0,1325.0,Tennessee,35.517491,-86.580447,35.1495343,-90.0489801,35.1556997,-89.9889893
Union College - New York,142,"Schenectady, NY",A,43,39527.0,1220-1420,Schenectady,NY,1220.0,1420.0,1320.0,New York,43.299428,-74.217933,42.8142432,-73.9395687,42.81771250000001,-73.9295987
Dickinson College,143,"Carlisle, PA",A,40,33139.0,1190-1365,Carlisle,PA,1190.0,1365.0,1277.5,Pennsylvania,41.203322,-77.194525,40.2010241,-77.20027449999999,40.2027462,-77.2008334
University of Delaware,144,"Newark, DE",A,71,17539.0,1160-1350,Newark,DE,1160.0,1350.0,1255.0,Delaware,38.910832,-75.52767,39.6837226,-75.74965720000002,39.6779504,-75.7506114
Baylor University,145,"Waco, TX",A,45,38372.0,1200-1380,Waco,TX,1200.0,1380.0,1290.0,Texas,31.968599,-99.901813,31.549333,-97.1466695,31.5488923,-97.1130573
University of Utah,146,"Salt Lake City, UT",A,62,13739.0,1140-1380,Salt Lake City,UT,1140.0,1380.0,1260.0,Utah,39.32098,-111.093731,40.7607793,-111.8910474,40.7649368,-111.8421021
Iowa State University,147,"Ames, IA",A,92,15195.0,1100-1340,Ames,IA,1100.0,1340.0,1220.0,Iowa,41.878003,-93.097702,42.0307812,-93.6319131,42.0266573,-93.6464516
University of Central Florida,148,"Orlando, FL",A,44,11617.0,1170-1340,Orlando,FL,1170.0,1340.0,1255.0,Florida,27.664827,-81.515754,28.5383832,-81.3789269,28.6024274,-81.2000599
University of Iowa,149,"Iowa City, IA",A,83,17008.0,1130-1340,Iowa City,IA,1130.0,1340.0,1235.0,Iowa,41.878003,-93.097702,41.6611277,-91.5301683,41.66270780000001,-91.5549771
Arizona State University,150,"Tempe, AZ",A,86,14081.0,1120-1360,Tempe,AZ,1120.0,1360.0,1240.0,Arizona,34.048928,-111.093731,33.4255104,-111.9400054,33.4532165,-112.0719833
Hendrix College,151,"Conway, AR",A,70,20859.0,1150-1360,Conway,AR,1150.0,1360.0,1255.0,Arkansas,35.20105,-91.831833,35.0886963,-92.4421011,35.0995323,-92.4406773
University of Dayton,152,"Dayton, OH",A,72,33372.0,1120-1320,Dayton,OH,1120.0,1320.0,1220.0,Ohio,40.417287,-82.907123,39.7589478,-84.1916069,39.7393,-84.17996749999999
University of South Carolina,153,"Columbia, SC",A,69,21787.0,1180-1370,Columbia,SC,1180.0,1370.0,1275.0,South Carolina,33.836081,-81.163725,34.0007104,-81.0348144,33.9937575,-81.0299186
Mississippi State University,154,"Mississippi State, MS",A,54,16471.0,1070-1280,Mississippi State,MS,1070.0,1280.0,1175.0,Mississippi,32.354668,-89.398528,33.4555279,-88.7903868,33.4551742,-88.79437659999999
Lewis & Clark College,155,"Portland, OR",A,72,36026.0,1220-1400,Portland,OR,1220.0,1400.0,1310.0,Oregon,43.804133,-120.554201,45.515232,-122.6783853,44.27502700000001,-73.5655742
University of Oklahoma,156,"Norman, OK",A,80,21804.0,1110-1310,Norman,OK,1110.0,1310.0,1210.0,Oklahoma,35.007752,-97.092877,35.2225668,-97.4394777,35.2058936,-97.4457137
University of Connecticut,157,"Storrs, CT",A,49,20042.0,1200-1410,Storrs,CT,1200.0,1410.0,1305.0,Connecticut,41.603221,-73.087749,41.8084314,-72.24952309999999,41.8077414,-72.2539805
University of St. Thomas - Minnesota,158,"St. Paul, MN",A,81,29645.0,1160-1350,St. Paul,MN,1160.0,1350.0,1255.0,Minnesota,46.729553,-94.6859,44.9537029,-93.0899578,44.943096,-93.1897082
Bentley University,159,"Waltham, MA",A,47,41582.0,1230-1410,Waltham,MA,1230.0,1410.0,1320.0,Massachusetts,42.407211,-71.382437,42.3764852,-71.2356113,42.3855321,-71.2217903
Syracuse University,160,"Syracuse, NY",A,44,43111.0,1180-1380,Syracuse,NY,1180.0,1380.0,1280.0,New York,43.299428,-74.217933,43.0481221,-76.14742439999999,43.0391534,-76.1351158
Fairfield University,161,"Fairfield, CT",A,57,39546.0,1210-1350,Fairfield,CT,1210.0,1350.0,1280.0,Connecticut,41.603221,-73.087749,41.1408363,-73.2612615,41.1588424,-73.2573886
LeTourneau University,162,"Longview, TX",A,45,24609.0,1090-1310,Longview,TX,1090.0,1310.0,1200.0,Texas,31.968599,-99.901813,32.5007037,-94.7404891,32.4662246,-94.7273351
University of South Florida - Sarasota-Manatee,163,"Sarasota, FL",A,24,2734.0,1160-1290,Sarasota,FL,1160.0,1290.0,1225.0,Florida,27.664827,-81.515754,27.3364347,-82.53065269999999,27.3914573,-82.5629688
Washington State University,164,"Pullman, WA",A,76,18002.0,1020-1230,Pullman,WA,1020.0,1230.0,1125.0,Washington,47.751074,-120.740139,46.7297771,-117.1817377,46.7319225,-117.1542121
Drake University,165,"Des Moines, IA",A,68,30265.0,1100-1370,Des Moines,IA,1100.0,1370.0,1235.0,Iowa,41.878003,-93.097702,41.5868353,-93.6249593,41.6030995,-93.6546481
University of Missouri,166,"Columbia, MO",A,81,15850.0,1120-1340,Columbia,MO,1120.0,1340.0,1230.0,Missouri,37.964253,-91.831833,38.9517053,-92.3340724,38.9403808,-92.3277375
University of Cincinnati,167,"Cincinnati, OH",A,77,19219.0,1120-1350,Cincinnati,OH,1120.0,1350.0,1235.0,Ohio,40.417287,-82.907123,39.1031182,-84.5120196,39.1329219,-84.51495039999999
Texas Tech University,168,"Lubbock, TX",A,69,16463.0,1070-1260,Lubbock,TX,1070.0,1260.0,1165.0,Texas,31.968599,-99.901813,33.5778631,-101.8551665,33.5842591,-101.8782822
Milwaukee School of Engineering,169,"Milwaukee, WI",A,62,25917.0,1180-1370,Milwaukee,WI,1180.0,1370.0,1275.0,Wisconsin,43.78444,-88.787868,43.0389025,-87.9064736,43.0440406,-87.9085844
Chapman University,170,"Orange, CA",A,56,43767.0,1190-1380,Orange,CA,1190.0,1380.0,1285.0,California,36.778261,-119.417932,33.7879139,-117.8531007,33.7932062,-117.8536685
American University,171,"Washington, DC",A,36,40469.0,1210-1390,Washington,DC,1210.0,1390.0,1300.0,District of Columbia,38.905985,-77.033418,38.9071923,-77.0368707,38.93798510000001,-77.08886869999999
Kansas State University,172,"Manhattan, KS",A,95,18103.0,,Manhattan,KS,,,,Kansas,39.011902,-98.484246,39.18360819999999,-96.5716694,39.1974437,-96.5847249
California State University - Long Beach,173,"Long Beach, CA",A,39,9903.0,1040-1250,Long Beach,CA,1040.0,1250.0,1145.0,California,36.778261,-119.417932,33.7700504,-118.1937395,33.7838235,-118.1140904
University of Arizona,174,"Tucson, AZ",A,85,16580.0,1110-1360,Tucson,AZ,1110.0,1360.0,1235.0,Arizona,34.048928,-111.093731,32.2226066,-110.9747108,32.2318851,-110.9501094
Gustavus Adolphus College,175,"St. Peter, MN",A,69,21707.0,1080-1340,St. Peter,MN,1080.0,1340.0,1210.0,Minnesota,46.729553,-94.6859,44.3258932,-93.955691,44.3241738,-93.9760205
Point Loma Nazarene University,176,"San Diego, CA",A,74,33183.0,1140-1310,San Diego,CA,1140.0,1310.0,1225.0,California,36.778261,-119.417932,32.715738,-117.1610838,32.7179303,-117.2504209
Trinity College - Connecticut,177,"Hartford, CT",A,33,27829.0,1300-1450,Hartford,CT,1300.0,1450.0,1375.0,Connecticut,41.603221,-73.087749,41.7658043,-72.6733723,41.7477163,-72.6905038
Florida International University,178,"Miami, FL",A,58,9888.0,1110-1280,Miami,FL,1110.0,1280.0,1195.0,Florida,27.664827,-81.515754,25.7616798,-80.1917902,25.7561275,-80.3768786
University of Arkansas,179,"Fayetteville, AR",A,77,16263.0,1120-1300,Fayetteville,AR,1120.0,1300.0,1210.0,Arkansas,35.20105,-91.831833,36.0662419,-94.157853,36.0686895,-94.1748471
Creighton University,180,"Omaha, NE",A,74,32145.0,1170-1350,Omaha,NE,1170.0,1350.0,1260.0,Nebraska,41.492537,-99.901813,41.2565369,-95.9345034,41.2655521,-95.9463862
"Binghamton University, SUNY",181,"Vestal, NY",A,41,17424.0,1280-1440,Vestal,NY,1280.0,1440.0,1360.0,New York,43.299428,-74.217933,42.0855898,-76.053575,42.0894288,-75.9694885
Temple University,182,"Philadelphia, PA",A,60,23032.0,1010-1230,Philadelphia,PA,1010.0,1230.0,1120.0,Pennsylvania,41.203322,-77.194525,39.9525839,-75.1652215,39.9805942,-75.1557376
University of South Florida - St. Petersburg,183,"St. Petersburg, FL",A,27,10841.0,1140-1280,St. Petersburg,FL,1140.0,1280.0,1210.0,Florida,27.664827,-81.515754,27.7676008,-82.64029149999999,27.763435,-82.6352615
University of Portland,184,"Portland, OR",A,77,36051.0,1150-1350,Portland,OR,1150.0,1350.0,1250.0,Oregon,43.804133,-120.554201,45.515232,-122.6783853,45.5732046,-122.7275712
St. Lawrence University,185,"Canton, NY",A,42,34047.0,1180-1350,Canton,NY,1180.0,1350.0,1265.0,New York,43.299428,-74.217933,44.5956163,-75.1690942,44.5892119,-75.1608814
University of Mississippi,186,"University, MS",A,88,14672.0,1020-1250,University,MS,1020.0,1250.0,1135.0,Mississippi,32.354668,-89.398528,34.3662492,-89.5379687,34.3647349,-89.5383818
Miami University,187,"Oxford, OH",A,80,22989.0,1190-1390,Oxford,OH,1190.0,1390.0,1290.0,Ohio,40.417287,-82.907123,39.5069974,-84.74523099999999,39.5087485,-84.73449149999999
University of Nebraska - Lincoln,188,"Lincoln, NE",A,78,17093.0,1120-1360,Lincoln,NE,1120.0,1360.0,1240.0,Nebraska,41.492537,-99.901813,40.813616,-96.7025955,40.8201966,-96.7004763
College of Wooster,189,"Wooster, OH",A,55,28209.0,1150-1380,Wooster,OH,1150.0,1380.0,1265.0,Ohio,40.417287,-82.907123,40.8050565,-81.935143,40.81036599999999,-81.9311271
"University at Buffalo, SUNY",190,"Buffalo, NY",A,61,17264.0,1160-1340,Buffalo,NY,1160.0,1340.0,1250.0,New York,43.299428,-74.217933,42.88644679999999,-78.8783689,43.0008093,-78.7889697
University of Alabama - Birmingham,191,"Birmingham, AL",A,74,17068.0,1090-1360,Birmingham,AL,1090.0,1360.0,1225.0,Alabama,32.318231,-86.902298,33.5185892,-86.8103567,33.5019893,-86.8064433
The University of Alabama,192,"Tuscaloosa, AL",A,83,20623.0,1080-1340,Tuscaloosa,AL,1080.0,1340.0,1210.0,Alabama,32.318231,-86.902298,33.2098407,-87.56917349999999,33.2140233,-87.5391418
Augustana University,193,"Sioux Falls, SD",A,67,24481.0,1090-1360,Sioux Falls,SD,1090.0,1360.0,1225.0,South Dakota,43.969515,-99.901813,43.5460223,-96.731265,43.5224294,-96.7393636
Oberlin College,194,"Oberlin, OH",A,36,43612.0,1280-1480,Oberlin,OH,1280.0,1480.0,1380.0,Ohio,40.417287,-82.907123,41.2939386,-82.21737859999999,41.2958696,-82.22108899999999
Lawrence University,195,"Appleton, WI",A,62,26162.0,1200-1430,Appleton,WI,1200.0,1430.0,1315.0,Wisconsin,43.78444,-88.787868,44.2619309,-88.41538469999999,44.2611716,-88.3989041
DigiPen Institute of Technology,196,"Redmond, WA",A,34,34874.0,1130-1400,Redmond,WA,1130.0,1400.0,1265.0,Washington,47.751074,-120.740139,47.6739881,-122.121512,47.6888173,-122.150317
College of the Ozarks,197,"Point Lookout, MO",A,10,11316.0,960-1200,Point Lookout,MO,960.0,1200.0,1080.0,Missouri,37.964253,-91.831833,36.6185581,-93.239029,36.6163199,-93.2393789
University of Denver,198,"Denver, CO",A,59,37263.0,1170-1350,Denver,CO,1170.0,1350.0,1260.0,Colorado,39.550051,-105.782067,39.7392358,-104.990251,39.6766174,-104.9618965
South Dakota School of Mines & Technology,199,"Rapid City, SD",A,77,19444.0,1160-1360,Rapid City,SD,1160.0,1360.0,1260.0,South Dakota,43.969515,-99.901813,44.0805434,-103.2310149,44.074166,-103.205931
University of Colorado - Boulder,200,"Boulder, CO",A,78,22077.0,1140-1360,Boulder,CO,1140.0,1360.0,1250.0,Colorado,39.550051,-105.782067,40.0149856,-105.2705456,40.00758099999999,-105.2659417
Loyola University Maryland,201,"Baltimore, MD",A,80,37918.0,1100-1267,Baltimore,MD,1100.0,1267.0,1183.5,Maryland,39.045755,-76.641271,39.2903848,-76.6121893,39.3476737,-76.6172375
Drexel University,202,"Philadelphia, PA",A,75,38025.0,1190-1390,Philadelphia,PA,1190.0,1390.0,1290.0,Pennsylvania,41.203322,-77.194525,39.9525839,-75.1652215,39.9566127,-75.18994409999999
Gonzaga University,203,"Spokane, WA",A,62,36578.0,1200-1360,Spokane,WA,1200.0,1360.0,1280.0,Washington,47.751074,-120.740139,47.6587802,-117.4260465,47.66703210000001,-117.4014343
University of Kansas,204,"Lawrence, KS",A,93,19195.0,,Lawrence,KS,,,,Kansas,39.011902,-98.484246,38.9716689,-95.2352501,38.9543439,-95.2557961
Union University,205,"Jackson, TN",A,53,31980.0,1060-1280,Jackson,TN,1060.0,1280.0,1170.0,Tennessee,35.517491,-86.580447,35.6145169,-88.81394689999999,35.6773778,-88.85959059999999
Embry-Riddle Aeronautical University - Daytona Beach,206,"Daytona Beach, FL",A,61,36063.0,1080-1310,Daytona Beach,FL,1080.0,1310.0,1195.0,Florida,27.664827,-81.515754,29.2108147,-81.0228331,29.1917101,-81.05010899999999
University of Wyoming,207,"Laramie, WY",A,96,12880.0,1060-1280,Laramie,WY,1060.0,1280.0,1170.0,Wyoming,43.075968,-107.290284,41.3113669,-105.5911007,41.3148754,-105.5665744
John Carroll University,208,"University Heights, OH",A,86,27260.0,1080-1280,University Heights,OH,1080.0,1280.0,1180.0,Ohio,40.417287,-82.907123,41.4978306,-81.53734560000001,41.490507,-81.5293129
University of Texas - Dallas,209,"Richardson, TX",A,79,10455.0,1240-1460,Richardson,TX,1240.0,1460.0,1350.0,Texas,31.968599,-99.901813,32.9483335,-96.7298519,32.9857619,-96.7500993
Louisiana Tech University,210,"Ruston, LA",A,64,12261.0,1060-1260,Ruston,LA,1060.0,1260.0,1160.0,Louisiana,31.244823,-92.145024,32.5232053,-92.637927,32.5282644,-92.6499298
Colorado State University,211,"Fort Collins, CO",A,81,16793.0,1070-1290,Fort Collins,CO,1070.0,1290.0,1180.0,Colorado,39.550051,-105.782067,40.5852602,-105.084423,40.57341479999999,-105.0865487
University of Oregon,212,"Eugene, OR",A,82,16080.0,1100-1310,Eugene,OR,1100.0,1310.0,1205.0,Oregon,43.804133,-120.554201,44.0520691,-123.0867536,44.0448302,-123.0726055
Ouachita Baptist University,213,"Arkadelphia, AR",A,61,19962.0,1060-1250,Arkadelphia,AR,1060.0,1250.0,1155.0,Arkansas,35.20105,-91.831833,34.1209292,-93.0537839,34.1305096,-93.0522581
San Diego State University,214,"San Diego, CA",A,34,14499.0,1110-1320,San Diego,CA,1110.0,1320.0,1215.0,California,36.778261,-119.417932,32.715738,-117.1610838,32.7759894,-117.0712533
Hope College,215,"Holland, MI",A,86,29248.0,1130-1330,Holland,MI,1130.0,1330.0,1230.0,Michigan,44.314844,-85.602364,42.7875235,-86.1089301,42.7875308,-86.1026663
Marquette University,216,"Milwaukee, WI",A,83,34120.0,1120-1320,Milwaukee,WI,1120.0,1320.0,1220.0,Wisconsin,43.78444,-88.787868,43.0389025,-87.9064736,43.038456,-87.9311302
Maine Maritime Academy,217,"Castine, ME",A,45,20728.0,1010-1200,Castine,ME,1010.0,1200.0,1105.0,Maine,45.253783,-69.445469,44.3888609,-68.7989582,44.3885883,-68.803489
University of San Francisco,218,"San Francisco, CA",A,64,38422.0,1130-1330,San Francisco,CA,1130.0,1330.0,1230.0,California,36.778261,-119.417932,37.7749295,-122.4194155,37.7765643,-122.4507187
The College of New Jersey,219,"Ewing, NJ",A,49,23945.0,1160-1360,Ewing,NJ,1160.0,1360.0,1260.0,New Jersey,40.058324,-74.405661,40.2599864,-74.79091249999999,40.268439,-74.77769599999999
Oregon State University,220,"Corvallis, OR",A,82,19273.0,1080-1320,Corvallis,OR,1080.0,1320.0,1200.0,Oregon,43.804133,-120.554201,44.5645659,-123.2620435,44.5637806,-123.2794443
Sewanee - The University of the South,221,"Sewanee, TN",A,67,34971.0,1150-1340,Sewanee,TN,1150.0,1340.0,1245.0,Tennessee,35.517491,-86.580447,35.2031373,-85.9210899,35.2046691,-85.9178945
DePauw University,222,"Greencastle, IN",A,64,29557.0,1130-1360,Greencastle,IN,1130.0,1360.0,1245.0,Indiana,40.551217,-85.602364,39.6444898,-86.8647316,39.6392814,-86.8634368
United States Merchant Marine Academy,223,"Kings Point, NY",A,25,4617.0,1190-1330,Kings Point,NY,1190.0,1330.0,1260.0,New York,43.299428,-74.217933,40.8198231,-73.7351316,40.8108657,-73.7628127
CUNY Baruch College,224,"New York, NY",A,43,3931.0,1170-1350,New York,NY,1170.0,1350.0,1260.0,New York,43.299428,-74.217933,40.7127753,-74.0059728,40.7403892,-73.98322859999999
University of Houston,225,"Houston, TX",A,65,13212.0,1140-1310,Houston,TX,1140.0,1310.0,1225.0,Texas,31.968599,-99.901813,29.7604267,-95.3698028,29.7199489,-95.3422334
Biola University,226,"La Mirada, CA",A,70,33331.0,1080-1310,La Mirada,CA,1080.0,1310.0,1195.0,California,36.778261,-119.417932,33.9172357,-118.0120086,33.9062611,-118.0155533
Moody Bible Institute,227,"Chicago, IL",A,94,16247.0,990-1200,Chicago,IL,990.0,1200.0,1095.0,Illinois,40.633125,-89.398528,41.8781136,-87.6297982,41.8974099,-87.6329598
Thomas Jefferson University,228,"Philadelphia, PA",A,66,27303.0,1070-1260,Philadelphia,PA,1070.0,1260.0,1165.0,Pennsylvania,41.203322,-77.194525,39.9525839,-75.1652215,39.843445,-75.148297
Calvin University,229,"Grand Rapids, MI",A,77,27952.0,1140-1360,Grand Rapids,MI,1140.0,1360.0,1250.0,Michigan,44.314844,-85.602364,42.9633599,-85.6680863,42.9328286,-85.58154739999999
DePaul University,230,"Chicago, IL",A,68,32022.0,1050-1260,Chicago,IL,1050.0,1260.0,1155.0,Illinois,40.633125,-89.398528,41.8781136,-87.6297982,41.877575,-87.6272176
Connecticut College,231,"New London, CT",A,37,40707.0,1310-1450,New London,CT,1310.0,1450.0,1380.0,Connecticut,41.603221,-73.087749,41.3556539,-72.0995209,41.3797568,-72.10434289999999
University of Dallas,232,"Irving, TX",A,45,26761.0,1130-1360,Irving,TX,1130.0,1360.0,1245.0,Texas,31.968599,-99.901813,32.8140177,-96.9488945,32.8449929,-96.9186842
Ohio Northern University,233,"Ada, OH",A,70,24821.0,1100-1310,Ada,OH,1100.0,1310.0,1205.0,Ohio,40.417287,-82.907123,40.7694969,-83.8227148,40.766263,-83.83250559999999
Florida Institute of Technology,234,"Melbourne, FL",A,66,32776.0,1150-1360,Melbourne,FL,1150.0,1360.0,1255.0,Florida,27.664827,-81.515754,28.0836269,-80.60810889999999,28.0646888,-80.62302199999999
Luther College,235,"Decorah, IA",A,62,23805.0,1030-1260,Decorah,IA,1030.0,1260.0,1145.0,Iowa,41.878003,-93.097702,43.30330559999999,-91.7857092,43.31479100000001,-91.8052102
Illinois Wesleyan University,236,"Bloomington, IL",A,61,28912.0,1120-1320,Bloomington,IL,1120.0,1320.0,1220.0,Illinois,40.633125,-89.398528,40.4842027,-88.99368729999999,40.490892,-88.99051519999999
University of Scranton,237,"Scranton, PA",A,76,36235.0,1120-1310,Scranton,PA,1120.0,1310.0,1215.0,Pennsylvania,41.203322,-77.194525,41.408969,-75.66241219999999,41.40666299999999,-75.6586032
Missouri University of Science & Technology,238,"Rolla, MO",A,79,13954.0,1200-1450,Rolla,MO,1200.0,1450.0,1325.0,Missouri,37.964253,-91.831833,37.948544,-91.7715303,37.9537078,-91.7756271
Clark University,239,"Worcester, MA",A,53,30158.0,,Worcester,MA,,,,Massachusetts,42.407211,-71.382437,42.2625932,-71.8022934,42.2520353,-71.8245381
Fordham University,240,"Bronx, NY",A,46,39558.0,1240-1450,Bronx,NY,1240.0,1450.0,1345.0,New York,43.299428,-74.217933,40.8447819,-73.8648268,40.8620404,-73.88569869999999
Albany College of Pharmacy & Health Sciences,241,"Albany, NY",A,71,30358.0,1150-1330,Albany,NY,1150.0,1330.0,1240.0,New York,43.299428,-74.217933,42.6525793,-73.7562317,42.6521957,-73.7788392
University of Tennessee,242,"Knoxville, TN",A,79,21024.0,1150-1330,Knoxville,TN,1150.0,1330.0,1240.0,Tennessee,35.517491,-86.580447,35.9606384,-83.9207392,35.9544013,-83.92945639999999
Wofford College,243,"Spartanburg, SC",A,60,28033.0,1190-1350,Spartanburg,SC,1190.0,1350.0,1270.0,South Carolina,33.836081,-81.163725,34.9495672,-81.9320482,34.958898,-81.9332491
University of California - Riverside,244,"Riverside, CA",A,57,13045.0,1130-1330,Riverside,CA,1130.0,1330.0,1230.0,California,36.778261,-119.417932,33.9806005,-117.3754942,33.9737055,-117.3280644
Rollins College,245,"Winter Park, FL",A,58,35661.0,1100-1290,Winter Park,FL,1100.0,1290.0,1195.0,Florida,27.664827,-81.515754,28.5999998,-81.33923519999999,28.5930546,-81.34797689999999
Liberty University,246,"Lynchburg, VA",A,51,28181.0,1040-1260,Lynchburg,VA,1040.0,1260.0,1150.0,Virginia,37.431573,-78.656894,37.4137536,-79.14224639999999,37.3530446,-79.1769529
Rockhurst University,247,"Kansas City, MO",A,64,22688.0,1080-1260,Kansas City,MO,1080.0,1260.0,1170.0,Missouri,37.964253,-91.831833,39.0997265,-94.5785667,39.03092669999999,-94.5715545
Samford University,248,"Birmingham, AL",A,83,30695.0,1070-1250,Birmingham,AL,1070.0,1250.0,1160.0,Alabama,32.318231,-86.902298,33.5185892,-86.8103567,33.4649218,-86.7913423
University of Colorado Denver,249,"Denver, CO",A,67,15865.0,1000-1220,Denver,CO,1000.0,1220.0,1110.0,Colorado,39.550051,-105.782067,39.7392358,-104.990251,39.7463596,-105.002342
Lake Forest College,250,"Lake Forest, IL",A,55,26148.0,1020-1240,Lake Forest,IL,1020.0,1240.0,1130.0,Illinois,40.633125,-89.398528,42.2586342,-87.840625,42.2503467,-87.82861419999999
Ohio University,251,"Athens, OH",A,82,22521.0,1050-1260,Athens,OH,1050.0,1260.0,1155.0,Ohio,40.417287,-82.907123,39.3292396,-82.1012554,39.324358,-82.10138889999999
"University of Maryland, Baltimore County",252,"Baltimore, MD",A,61,17094.0,1180-1360,Baltimore,MD,1180.0,1360.0,1270.0,Maryland,39.045755,-76.641271,39.2903848,-76.6121893,39.2556759,-76.7109674
Mercer University,253,"Macon, GA",A,74,21696.0,1170-1340,Macon,GA,1170.0,1340.0,1255.0,Georgia,32.157435,-82.907123,32.8406946,-83.6324022,33.8729073,-84.2631681
Butler University,254,"Indianapolis, IN",A,73,39923.0,1150-1330,Indianapolis,IN,1150.0,1330.0,1240.0,Indiana,40.551217,-85.602364,39.768403,-86.158068,39.8405491,-86.1708927
Kalamazoo College,255,"Kalamazoo, MI",A,76,26480.0,1170-1370,Kalamazoo,MI,1170.0,1370.0,1270.0,Michigan,44.314844,-85.602364,42.2917069,-85.5872286,42.290035,-85.598145
Harding University,256,"Searcy, AR",A,61,19578.0,1060-1270,Searcy,AR,1060.0,1270.0,1165.0,Arkansas,35.20105,-91.831833,35.2468204,-91.7336846,35.245152,-91.7235465
Rutgers University - Newark,257,"Newark, NJ",A,72,11981.0,1020-1200,Newark,NJ,1020.0,1200.0,1110.0,New Jersey,40.058324,-74.405661,40.735657,-74.1723667,40.7419427,-74.1727169
Louisiana State University,258,"Baton Rouge, LA",A,75,18143.0,1080-1310,Baton Rouge,LA,1080.0,1310.0,1195.0,Louisiana,31.244823,-92.145024,30.4514677,-91.1871466,30.4132579,-91.1800023
Augustana College - Illinois,259,"Rock Island, IL",A,57,24706.0,,Rock Island,IL,,,,Illinois,40.633125,-89.398528,41.5094771,-90.5787476,41.5030042,-90.5513921
Embry-Riddle Aeronautical University - Prescott,260,"Prescott, AZ",A,66,36962.0,1130-1350,Prescott,AZ,1130.0,1350.0,1240.0,Arizona,34.048928,-111.093731,34.5400242,-112.4685025,34.6172162,-112.450526
University of the Pacific,261,"Stockton, CA",A,66,33178.0,1120-1360,Stockton,CA,1120.0,1360.0,1240.0,California,36.778261,-119.417932,37.9577016,-121.2907796,37.9798869,-121.3128577
St. Norbert College,262,"De Pere, WI",A,80,26540.0,1000-1300,De Pere,WI,1000.0,1300.0,1150.0,Wisconsin,43.78444,-88.787868,44.4488805,-88.0603806,44.44361079999999,-88.06948469999999
Valparaiso University,263,"Valparaiso, IN",A,86,21824.0,1070-1290,Valparaiso,IN,1070.0,1290.0,1180.0,Indiana,40.551217,-85.602364,41.4730948,-87.0611412,41.4639394,-87.04388929999999
Citadel Military College of South Carolina,264,"Charleston, SC",A,75,17723.0,1050-1230,Charleston,SC,1050.0,1230.0,1140.0,South Carolina,33.836081,-81.163725,32.7764749,-79.93105120000001,32.7973082,-79.9596641
Saint Joseph's University,265,"Philadelphia, PA",A,75,35242.0,1120-1300,Philadelphia,PA,1120.0,1300.0,1210.0,Pennsylvania,41.203322,-77.194525,39.9525839,-75.1652215,39.9951217,-75.23993279999999
Lipscomb University,266,"Nashville, TN",A,63,26013.0,1080-1290,Nashville,TN,1080.0,1290.0,1185.0,Tennessee,35.517491,-86.580447,36.1626638,-86.7816016,36.1046431,-86.7988728
