name,rating,location,niche_grade,acceptance_rate (%),net_price ($),SAT_range,city,state,SAT_low,SAT_high,SAT_average,state_full,state_lat,state_lng,city_lat,city_lng,college_lat,college_lng
Emerson College,267,"Boston, MA",A,33,46381.0,1200-1410,Boston,MA,1200.0,1410.0,1305.0,Massachusetts,42.407211,-71.382437,42.3600825,-71.0588801,42.3521677,-71.0653445
Rochester Institute of Technology,268,"Rochester, NY",A,71,33744.0,1220-1410,Rochester,NY,1220.0,1410.0,1315.0,New York,43.299428,-74.217933,43.15657789999999,-77.6088465,43.0849643,-77.671866
Providence College,269,"Providence, RI",A,47,35796.0,1210-1350,Providence,RI,1210.0,1350.0,1280.0,Rhode Island,41.580095,-71.477429,41.8239891,-71.4128343,41.8415128,-71.43359099999999
Whitworth University,270,"Spokane, WA",A,91,26249.0,1050-1290,Spokane,WA,1050.0,1290.0,1170.0,Washington,47.751074,-120.740139,47.6587802,-117.4260465,47.75487280000001,-117.4178623
Duquesne University,271,"Pittsburgh, PA",A,74,30732.0,1130-1300,Pittsburgh,PA,1130.0,1300.0,1215.0,Pennsylvania,41.203322,-77.194525,40.44062479999999,-79.9958864,40.4367779,-79.9892761
University of New Hampshire,272,"Durham, NH",A,84,24056.0,1070-1270,Durham,NH,1070.0,1270.0,1170.0,New Hampshire,43.193852,-71.572395,43.1339545,-70.9264393,43.138948,-70.9370252
Hobart and William Smith Colleges,273,"Geneva, NY",A,66,37761.0,1180-1360,Geneva,NY,1180.0,1360.0,1270.0,New York,43.299428,-74.217933,42.8679836,-76.985557,42.8572633,-76.987228
Muhlenberg College,274,"Allentown, PA",A,66,33603.0,1150-1340,Allentown,PA,1150.0,1340.0,1245.0,Pennsylvania,41.203322,-77.194525,40.6022939,-75.4714098,40.597544,-75.5101316
Appalachian State University,275,"Boone, NC",A,77,10525.0,1100-1270,Boone,NC,1100.0,1270.0,1185.0,North Carolina,35.759573,-79.0193,36.216795,-81.6745517,36.21356280000001,-81.68432179999999
West Virginia University,276,"Morgantown, WV",A,84,12743.0,1030-1230,Morgantown,WV,1030.0,1230.0,1130.0,West Virginia,38.597626,-80.454903,39.629526,-79.95589679999999,39.6480359,-79.9697147
Seton Hall University,277,"South Orange, NJ",A,74,30909.0,1150-1330,South Orange,NJ,1150.0,1330.0,1240.0,New Jersey,40.058324,-74.405661,40.7489277,-74.2609903,40.7430841,-74.246082
St. Bonaventure University,278,"St. Bonaventure, NY",A,75,23445.0,1030-1240,St. Bonaventure,NY,1030.0,1240.0,1135.0,New York,43.299428,-74.217933,42.0803426,-78.4750213,42.0794875,-78.48427029999999
Willamette University,279,"Salem, OR",A,78,36223.0,1100-1330,Salem,OR,1100.0,1330.0,1215.0,Oregon,43.804133,-120.554201,44.9428975,-123.0350963,44.9352335,-123.0307101
Taylor University,280,"Upland, IN",A,68,26703.0,1080-1310,Upland,IN,1080.0,1310.0,1195.0,Indiana,40.551217,-85.602364,40.4755974,-85.4944168,40.4558636,-85.49885379999999
Pacific Lutheran University,281,"Tacoma, WA",B+,86,25362.0,1080-1290,Tacoma,WA,1080.0,1290.0,1185.0,Washington,47.751074,-120.740139,47.2528768,-122.4442906,47.14519310000001,-122.4436669
The University of Alabama in Huntsville,282,"Huntsville, AL",B+,83,15118.0,1240-1490,Huntsville,AL,1240.0,1490.0,1365.0,Alabama,32.318231,-86.902298,34.7303688,-86.5861037,34.7245284,-86.6397976
University of Wisconsin - La Crosse,283,"La Crosse, WI",B+,73,12167.0,,La Crosse,WI,,,,Wisconsin,43.78444,-88.787868,43.8137751,-91.2519017,43.8173959,-91.2311624
Bard College,284,"Annandale-On-Hudson, NY",B+,65,27652.0,,Annandale-On-Hudson,NY,,,,New York,43.299428,-74.217933,42.0218762,-73.9095279,42.0234033,-73.9080078
University of the Sciences,285,"Philadelphia, PA",B+,71,34888.0,1120-1310,Philadelphia,PA,1120.0,1310.0,1215.0,Pennsylvania,41.203322,-77.194525,39.9525839,-75.1652215,39.9468678,-75.2071035
University of Minnesota Crookston,286,"Crookston, MN",B+,68,11483.0,1000-1180,Crookston,MN,1000.0,1180.0,1090.0,Minnesota,46.729553,-94.6859,47.7745617,-96.6093911,47.7998548,-96.6072394
The University of Baltimore,287,"Baltimore, MD",B+,78,23335.0,970-1140,Baltimore,MD,970.0,1140.0,1055.0,Maryland,39.045755,-76.641271,39.2903848,-76.6121893,39.3059125,-76.61746339999999
John Brown University,288,"Siloam Springs, AR",B+,76,21912.0,1060-1260,Siloam Springs,AR,1060.0,1260.0,1160.0,Arkansas,35.20105,-91.831833,36.1881365,-94.5404962,36.1905331,-94.5592287
Illinois Institute of Technology,289,"Chicago, IL",B+,60,26708.0,1190-1400,Chicago,IL,1190.0,1400.0,1295.0,Illinois,40.633125,-89.398528,41.8781136,-87.6297982,41.8348731,-87.6270059
Cedarville University,290,"Cedarville, OH",B+,79,23827.0,1120-1350,Cedarville,OH,1120.0,1350.0,1235.0,Ohio,40.417287,-82.907123,39.74422680000001,-83.80853719999999,39.7495287,-83.81263299999999
"Stony Brook University, SUNY",291,"Stony Brook, NY",B+,44,15605.0,1230-1440,Stony Brook,NY,1230.0,1440.0,1335.0,New York,43.299428,-74.217933,40.9256538,-73.1409429,40.90479620000001,-73.12396489999999
Loyola University Chicago,292,"Chicago, IL",B+,67,36388.0,1130-1320,Chicago,IL,1130.0,1320.0,1225.0,Illinois,40.633125,-89.398528,41.8781136,-87.6297982,41.9987765,-87.6582585
Bryant University,293,"Smithfield, RI",B+,71,40038.0,1050-1220,Smithfield,RI,1050.0,1220.0,1135.0,Rhode Island,41.580095,-71.477429,41.9220496,-71.54951009999999,41.9214717,-71.5376476
University of Idaho,294,"Moscow, ID",B+,78,15017.0,1010-1240,Moscow,ID,1010.0,1240.0,1125.0,Idaho,44.068202,-114.742041,46.73238749999999,-117.000165,46.7288124,-117.0126084
University of Kentucky,295,"Lexington, KY",B+,96,18958.0,1070-1320,Lexington,KY,1070.0,1320.0,1195.0,Kentucky,37.839333,-84.270018,38.0405837,-84.5037164,38.0306511,-84.5039697
The Master's University,296,"Santa Clarita, CA",B+,67,30268.0,990-1250,Santa Clarita,CA,990.0,1250.0,1120.0,California,36.778261,-119.417932,34.3916641,-118.542586,34.38247,-118.519341
University of Louisville,297,"Louisville, KY",B+,69,17490.0,1070-1290,Louisville,KY,1070.0,1290.0,1180.0,Kentucky,37.839333,-84.270018,38.2526647,-85.7584557,38.2122761,-85.75850229999999
Loras College,298,"Dubuque, IA",B+,75,21751.0,960-1140,Dubuque,IA,960.0,1140.0,1050.0,Iowa,41.878003,-93.097702,42.506348,-90.6677347,42.5030898,-90.6810607
Clarkson University,299,"Potsdam, NY",B+,75,29891.0,1160-1350,Potsdam,NY,1160.0,1350.0,1255.0,New York,43.299428,-74.217933,44.6697805,-74.9813084,42.813897,-73.93420200000001
Seattle Pacific University,300,"Seattle, WA",B+,91,27947.0,1020-1250,Seattle,WA,1020.0,1250.0,1135.0,Washington,47.751074,-120.740139,47.6062095,-122.3320708,47.6491714,-122.3618554
The Catholic University of America,301,"Washington, DC",B+,85,36331.0,1020-1230,Washington,DC,1020.0,1230.0,1125.0,District of Columbia,38.905985,-77.033418,38.9071923,-77.0368707,38.9368811,-76.99869199999999
Southwestern University,302,"Georgetown, TX",B+,49,27757.0,1140-1320,Georgetown,TX,1140.0,1320.0,1230.0,Texas,31.968599,-99.901813,30.6332618,-97.6779842,30.6367076,-97.6625885
Allegheny College,303,"Meadville, PA",B+,62,24227.0,1170-1360,Meadville,PA,1170.0,1360.0,1265.0,Pennsylvania,41.203322,-77.194525,41.6414438,-80.15144839999999,41.6484557,-80.1455328
University of Missouri - Kansas City,304,"Kansas City, MO",B+,61,14921.0,980-1330,Kansas City,MO,980.0,1330.0,1155.0,Missouri,37.964253,-91.831833,39.0997265,-94.5785667,39.0333662,-94.5777618
University of Evansville,305,"Evansville, IN",B+,71,21978.0,1090-1290,Evansville,IN,1090.0,1290.0,1190.0,Indiana,40.551217,-85.602364,37.9715592,-87.5710898,37.9733172,-87.53186439999999
St. Mary's College of Maryland,306,"St. Mary'S City, MD",B+,84,20996.0,1060-1290,St. Mary'S City,MD,1060.0,1290.0,1175.0,Maryland,39.045755,-76.641271,38.18724040000001,-76.4343173,38.1885119,-76.42627499999999
Earlham College,307,"Richmond, IN",B+,63,23043.0,1100-1370,Richmond,IN,1100.0,1370.0,1235.0,Indiana,40.551217,-85.602364,39.8289369,-84.8902382,39.823941,-84.913241
Hollins University,308,"Roanoke, VA",B+,71,20457.0,1070-1300,Roanoke,VA,1070.0,1300.0,1185.0,Virginia,37.431573,-78.656894,37.2709704,-79.9414266,37.3566761,-79.9428447
New Mexico Tech,309,"Socorro, NM",B+,80,14908.0,1170-1380,Socorro,NM,1170.0,1380.0,1275.0,New Mexico,34.97273,-105.032363,34.0583995,-106.8914159,34.065993,-106.905611
Cornell College,310,"Mount Vernon, IA",B+,62,28566.0,1100-1340,Mount Vernon,IA,1100.0,1340.0,1220.0,Iowa,41.878003,-93.097702,41.9219522,-91.4168371,41.92695459999999,-91.4253502
The New School,311,"New York, NY",B+,57,50377.0,1150-1380,New York,NY,1150.0,1380.0,1265.0,New York,43.299428,-74.217933,40.7127753,-74.0059728,36.0964959,-94.1564667
Dordt University,312,"Sioux Center, IA",B+,75,26570.0,1030-1340,Sioux Center,IA,1030.0,1340.0,1185.0,Iowa,41.878003,-93.097702,43.0797991,-96.1756935,43.0824829,-96.1663608
SUNY College of Environmental Science & Forestry,313,"Syracuse, NY",B+,70,20215.0,1120-1300,Syracuse,NY,1120.0,1300.0,1210.0,New York,43.299428,-74.217933,43.0481221,-76.14742439999999,43.0345102,-76.1366182
Bradley University,314,"Peoria, IL",B+,70,26791.0,1070-1270,Peoria,IL,1070.0,1270.0,1170.0,Illinois,40.633125,-89.398528,40.6936488,-89.5889864,40.6977743,-89.6153484
Concordia College,315,"Moorhead, MN",B+,68,23970.0,960-1340,Moorhead,MN,960.0,1340.0,1150.0,Minnesota,46.729553,-94.6859,46.8737648,-96.7678039,46.8628042,-96.7700579
Loyola University New Orleans,316,"New Orleans, LA",B+,75,24494.0,1050-1260,New Orleans,LA,1050.0,1260.0,1155.0,Louisiana,31.244823,-92.145024,29.95106579999999,-90.0715323,29.9346582,-90.1209925
University of Vermont,317,"Burlington, VT",B+,67,19185.0,1180-1360,Burlington,VT,1180.0,1360.0,1270.0,Vermont,44.558803,-72.577841,44.4758825,-73.21207199999999,44.4778528,-73.1964637
CUNY Lehman College,318,"Bronx, NY",B+,38,2709.0,1010-1130,Bronx,NY,1010.0,1130.0,1070.0,New York,43.299428,-74.217933,40.8447819,-73.8648268,40.8728933,-73.8945076
Agnes Scott College,319,"Decatur, GA",B+,65,21893.0,,Decatur,GA,,,,Georgia,32.157435,-82.907123,33.7748275,-84.2963123,33.7685056,-84.29453459999999
Virginia Commonwealth University,320,"Richmond, VA",B+,87,20968.0,1070-1260,Richmond,VA,1070.0,1260.0,1165.0,Virginia,37.431573,-78.656894,37.5407246,-77.4360481,37.5483122,-77.4526805
CUNY John Jay College of Criminal Justice,321,"New York, NY",B+,41,3814.0,980-1130,New York,NY,980.0,1130.0,1055.0,New York,43.299428,-74.217933,40.7127753,-74.0059728,40.7707237,-73.9892342
Hampden-Sydney College,322,"Hampden-Sydney, VA",B+,57,34853.0,1060-1320,Hampden-Sydney,VA,1060.0,1320.0,1190.0,Virginia,37.431573,-78.656894,37.2423746,-78.4597173,37.2412293,-78.46274489999999
New Jersey Institute of Technology,323,"Newark, NJ",B+,73,18359.0,1190-1390,Newark,NJ,1190.0,1390.0,1290.0,New Jersey,40.058324,-74.405661,40.735657,-74.1723667,40.7423462,-74.1793225
University of Puget Sound,324,"Tacoma, WA",B+,84,39011.0,1110-1330,Tacoma,WA,1110.0,1330.0,1220.0,Washington,47.751074,-120.740139,47.2528768,-122.4442906,47.2617495,-122.4814442
New Mexico State University,325,"Las Cruces, NM",B+,55,9930.0,950-1150,Las Cruces,NM,950.0,1150.0,1050.0,New Mexico,34.97273,-105.032363,32.3199396,-106.7636538,32.2787745,-106.7479059
Franciscan Missionaries of Our Lady University,326,"Baton Rouge, LA",B+,57,15073.0,,Baton Rouge,LA,,,,Louisiana,31.244823,-92.145024,30.4514677,-91.1871466,30.4014701,-91.1107008
William Carey University,327,"Hattiesburg, MS",B+,55,10397.0,950-1180,Hattiesburg,MS,950.0,1180.0,1065.0,Mississippi,32.354668,-89.398528,31.3271189,-89.29033919999999,31.3039491,-89.2923028
St. Mary's University,328,"San Antonio, TX",B+,79,19528.0,1040-1220,San Antonio,TX,1040.0,1220.0,1130.0,Texas,31.968599,-99.901813,29.4241219,-98.4936282,29.4523378,-98.5640981
Fashion Institute of Technology,329,"New York, NY",B+,54,8623.0,,New York,NY,,,,New York,43.299428,-74.217933,40.7127753,-74.0059728,40.7472735,-73.9950166
University of Illinois at Chicago,330,"Chicago, IL",B+,73,12322.0,1030-1260,Chicago,IL,1030.0,1260.0,1145.0,Illinois,40.633125,-89.398528,41.8781136,-87.6297982,41.8696074,-87.64962179999999
University of West Florida,331,"Pensacola, FL",B+,31,7515.0,1080-1260,Pensacola,FL,1080.0,1260.0,1170.0,Florida,27.664827,-81.515754,30.42130899999999,-87.2169149,30.5491387,-87.21858619999999
William Jessup University,332,"Rocklin, CA",B+,65,22968.0,950-1210,Rocklin,CA,950.0,1210.0,1080.0,California,36.778261,-119.417932,38.7907339,-121.2357828,38.8203949,-121.292457
St. John Fisher College,333,"Rochester, NY",B+,64,28468.0,1070-1260,Rochester,NY,1070.0,1260.0,1165.0,New York,43.299428,-74.217933,43.15657789999999,-77.6088465,43.114802,-77.5110598
Pratt Institute,334,"Brooklyn, NY",B+,56,45880.0,1160-1380,Brooklyn,NY,1160.0,1380.0,1270.0,New York,43.299428,-74.217933,40.6781784,-73.9441579,40.6913844,-73.9629858
Utah State University,335,"Logan, UT",B+,91,13452.0,1050-1310,Logan,UT,1050.0,1310.0,1180.0,Utah,39.32098,-111.093731,41.7369803,-111.8338359,41.745161,-111.8097425
Christopher Newport University,336,"Newport News, VA",B+,72,25443.0,1110-1280,Newport News,VA,1110.0,1280.0,1195.0,Virginia,37.431573,-78.656894,37.0870821,-76.4730122,37.0642445,-76.4936031
Centre College,337,"Danville, KY",B+,76,24226.0,1130-1380,Danville,KY,1130.0,1380.0,1255.0,Kentucky,37.839333,-84.270018,37.6456329,-84.77217019999999,37.6457165,-84.779061
St. Catherine University,338,"St. Paul, MN",B+,67,20172.0,1080-1270,St. Paul,MN,1080.0,1270.0,1175.0,Minnesota,46.729553,-94.6859,44.9537029,-93.0899578,44.9247103,-93.1821902
University of La Verne,339,"La Verne, CA",B+,55,27933.0,1040-1190,La Verne,CA,1040.0,1190.0,1115.0,California,36.778261,-119.417932,34.1008426,-117.7678355,34.1007589,-117.7729742
Spelman College,340,"Atlanta, GA",B+,43,43042.0,1080-1230,Atlanta,GA,1080.0,1230.0,1155.0,Georgia,32.157435,-82.907123,33.7489954,-84.3879824,33.7451953,-84.41143749999999
Oral Roberts University,341,"Tulsa, OK",B+,68,20872.0,990-1240,Tulsa,OK,990.0,1240.0,1115.0,Oklahoma,35.007752,-97.092877,36.1539816,-95.992775,36.0507991,-95.9536715
Berea College,342,"Berea, KY",B+,30,5156.0,1090-1300,Berea,KY,1090.0,1300.0,1195.0,Kentucky,37.839333,-84.270018,37.568694,-84.2963223,37.570585,-84.288969
Manhattan College,343,"Riverdale, NY",B+,74,29943.0,1060-1280,Riverdale,NY,1060.0,1280.0,1170.0,New York,43.299428,-74.217933,40.89961830000001,-73.9088276,40.8900515,-73.9011239
Westmont College,344,"Santa Barbara, CA",B+,65,32663.0,1100-1330,Santa Barbara,CA,1100.0,1330.0,1215.0,California,36.778261,-119.417932,34.4208305,-119.6981901,34.4488434,-119.6610313
University of North Carolina - Wilmington,345,"Wilmington, NC",B+,65,17981.0,1170-1320,Wilmington,NC,1170.0,1320.0,1245.0,North Carolina,35.759573,-79.0193,34.2103894,-77.8868117,34.223874,-77.8696036
Johnson University,346,"Knoxville, TN",B+,53,18921.0,1010-1210,Knoxville,TN,1010.0,1210.0,1110.0,Tennessee,35.517491,-86.580447,35.9606384,-83.9207392,28.3024838,-81.3626275
Nebraska Wesleyan University,347,"Lincoln, NE",B+,68,24015.0,1070-1240,Lincoln,NE,1070.0,1240.0,1155.0,Nebraska,41.492537,-99.901813,40.813616,-96.7025955,40.8388083,-96.6474254
Marist College,348,"Poughkeepsie, NY",B+,49,38715.0,,Poughkeepsie,NY,,,,New York,43.299428,-74.217933,41.7003713,-73.9209701,41.7231056,-73.9344866
University of St. Thomas - Texas,349,"Houston, TX",B+,87,19544.0,1060-1240,Houston,TX,1060.0,1240.0,1150.0,Texas,31.968599,-99.901813,29.7604267,-95.3698028,29.7364692,-95.3933007
The University of Virginia's College at Wise,350,"Wise, VA",B+,59,10432.0,970-1160,Wise,VA,970.0,1160.0,1065.0,Virginia,37.431573,-78.656894,36.9759345,-82.5757108,36.970591,-82.560716
Hanover College,351,"Hanover, IN",B+,65,22376.0,1030-1240,Hanover,IN,1030.0,1240.0,1135.0,Indiana,40.551217,-85.602364,38.7142263,-85.4735707,38.7145868,-85.4597594
University of Northern Iowa,352,"Cedar Falls, IA",B+,79,15760.0,980-1240,Cedar Falls,IA,980.0,1240.0,1110.0,Iowa,41.878003,-93.097702,42.5348993,-92.4453161,42.5121517,-92.4646469
Saint John's University - Minnesota,353,"Collegeville, MN",B+,78,27126.0,1000-1180,Collegeville,MN,1000.0,1180.0,1090.0,Minnesota,46.729553,-94.6859,45.59388149999999,-94.3641026,45.5796783,-94.3944417
George Mason University,354,"Fairfax, VA",B+,87,20157.0,1110-1320,Fairfax,VA,1110.0,1320.0,1215.0,Virginia,37.431573,-78.656894,38.84622359999999,-77.30637329999999,38.8298118,-77.3073606
University of Minnesota Duluth,355,"Duluth, MN",B+,75,16828.0,1110-1360,Duluth,MN,1110.0,1360.0,1235.0,Minnesota,46.729553,-94.6859,46.78667189999999,-92.1004852,46.8187754,-92.0843306
University of Nevada - Reno,356,"Reno, NV",B+,88,16253.0,1070-1290,Reno,NV,1070.0,1290.0,1180.0,Nevada,38.80261,-116.419389,39.5296329,-119.8138027,39.5453298,-119.8161541
California Baptist University,357,"Riverside, CA",B+,78,23055.0,990-1210,Riverside,CA,990.0,1210.0,1100.0,California,36.778261,-119.417932,33.9806005,-117.3754942,33.9288906,-117.4259155
California State University - Fullerton,358,"Fullerton, CA",B+,53,8294.0,1030-1200,Fullerton,CA,1030.0,1200.0,1115.0,California,36.778261,-119.417932,33.8703645,-117.9242123,33.8823476,-117.8851033
Eastern Mennonite University,359,"Harrisonburg, VA",B+,65,24936.0,980-1220,Harrisonburg,VA,980.0,1220.0,1100.0,Virginia,37.431573,-78.656894,38.4495688,-78.8689155,38.4724719,-78.8775142
Northwestern College - Iowa,360,"Orange City, IA",B+,70,24085.0,1030-1250,Orange City,IA,1030.0,1250.0,1140.0,Iowa,41.878003,-93.097702,43.0072087,-96.0583523,42.9962057,-96.0590321
Azusa Pacific University,361,"Azusa, CA",B+,67,27707.0,1030-1260,Azusa,CA,1030.0,1260.0,1145.0,California,36.778261,-119.417932,34.1336186,-117.9075627,34.1300755,-117.8883593
University of North Carolina School of the Arts,362,"Winston Salem, NC",B+,29,12579.0,1090-1290,Winston Salem,NC,1090.0,1290.0,1190.0,North Carolina,35.759573,-79.0193,36.09985959999999,-80.244216,36.076292,-80.237011
University of North Texas,363,"Denton, TX",B+,74,14020.0,1060-1250,Denton,TX,1060.0,1250.0,1155.0,Texas,31.968599,-99.901813,33.2148412,-97.1330683,33.207488,-97.1525862
SUNY Maritime College,364,"Throggs Neck, NY",B+,74,18411.0,1090-1260,Throggs Neck,NY,1090.0,1260.0,1175.0,New York,43.299428,-74.217933,40.818399,-73.8213213,40.8077371,-73.79657279999999
University of California - Santa Cruz,365,"Santa Cruz, CA",B+,51,17889.0,1200-1380,Santa Cruz,CA,1200.0,1380.0,1290.0,California,36.778261,-119.417932,36.9741171,-122.0307963,36.9880503,-122.0582093
D'Youville,366,"Buffalo, NY",B+,88,19659.0,1080-1200,Buffalo,NY,1080.0,1200.0,1140.0,New York,43.299428,-74.217933,42.88644679999999,-78.8783689,42.9033183,-78.8905599
Millsaps College,367,"Jackson, MS",B+,69,24457.0,1080-1290,Jackson,MS,1080.0,1290.0,1185.0,Mississippi,32.354668,-89.398528,32.2987573,-90.1848103,32.3215874,-90.1802176
The College of Idaho,368,"Caldwell, ID",B+,49,21043.0,920-1190,Caldwell,ID,920.0,1190.0,1055.0,Idaho,44.068202,-114.742041,43.66293839999999,-116.6873596,43.6536737,-116.6767711
Maryville University,369,"St. Louis, MO",B+,83,29357.0,1040-1250,St. Louis,MO,1040.0,1250.0,1145.0,Missouri,37.964253,-91.831833,38.6270025,-90.1994042,38.6449452,-90.5045728
University of North Florida,370,"Jacksonville, FL",B+,72,9857.0,1090-1260,Jacksonville,FL,1090.0,1260.0,1175.0,Florida,27.664827,-81.515754,30.3321838,-81.65565099999999,30.2661204,-81.50723140000001
Seattle University,371,"Seattle, WA",B+,78,35569.0,1150-1320,Seattle,WA,1150.0,1320.0,1235.0,Washington,47.751074,-120.740139,47.6062095,-122.3320708,47.6091765,-122.3178465
University of North Dakota,372,"Grand Forks, ND",B+,81,15654.0,1010-1250,Grand Forks,ND,1010.0,1250.0,1130.0,North Dakota,47.551493,-101.002012,47.9252568,-97.0328547,47.922891,-97.0768014
Howard University,373,"Washington, DC",B+,36,21428.0,1130-1280,Washington,DC,1130.0,1280.0,1205.0,District of Columbia,38.905985,-77.033418,38.9071923,-77.0368707,38.9226843,-77.0194377
Truman State University,374,"Kirksville, MO",B+,63,12912.0,1150-1350,Kirksville,MO,1150.0,1350.0,1250.0,Missouri,37.964253,-91.831833,40.19475389999999,-92.5832496,40.1831629,-92.5809621
Manhattan School of Music,375,"New York, NY",B+,36,41832.0,,New York,NY,,,,New York,43.299428,-74.217933,40.7127753,-74.0059728,40.8127119,-73.9616041
University of Michigan - Dearborn,376,"Dearborn, MI",B+,62,10634.0,1070-1300,Dearborn,MI,1070.0,1300.0,1185.0,Michigan,44.314844,-85.602364,42.3222599,-83.17631449999999,42.31763429999999,-83.2320299
Montana State University,377,"Bozeman, MT",B+,82,16746.0,1090-1310,Bozeman,MT,1090.0,1310.0,1200.0,Montana,46.879682,-110.362566,45.6769979,-111.0429339,45.6673524,-111.0546211
Bob Jones University,378,"Greenville, SC",B+,100,14570.0,960-1180,Greenville,SC,960.0,1180.0,1070.0,South Carolina,33.836081,-81.163725,34.85261759999999,-82.3940104,34.8725832,-82.3624705
University of Massachusetts - Lowell,379,"Lowell, MA",B+,73,18183.0,1150-1320,Lowell,MA,1150.0,1320.0,1235.0,Massachusetts,42.407211,-71.382437,42.6334247,-71.31617179999999,42.6552587,-71.3247164
Austin College,380,"Sherman, TX",B+,51,23824.0,1110-1310,Sherman,TX,1110.0,1310.0,1210.0,Texas,31.968599,-99.901813,33.6356618,-96.6088805,33.6474801,-96.5979639
Mississippi College,381,"Clinton, MS",B+,42,18040.0,1060-1230,Clinton,MS,1060.0,1230.0,1145.0,Mississippi,32.354668,-89.398528,32.3415342,-90.3217585,32.3358902,-90.3305927
College of Saint Benedict,382,"St. Joseph, MN",B+,80,28177.0,1040-1260,St. Joseph,MN,1040.0,1260.0,1150.0,Minnesota,46.729553,-94.6859,45.5647724,-94.317966,45.5796783,-94.3944417
University of North Carolina at Charlotte,383,"Charlotte, NC",B+,65,15200.0,1120-1290,Charlotte,NC,1120.0,1290.0,1205.0,North Carolina,35.759573,-79.0193,35.2270869,-80.8431267,35.3070929,-80.735164
North Dakota State University,384,"Fargo, ND",B+,94,16330.0,1040-1260,Fargo,ND,1040.0,1260.0,1150.0,North Dakota,47.551493,-101.002012,46.8771863,-96.7898034,46.8977528,-96.8024367
Florida Atlantic University,385,"Boca Raton, FL",B+,63,9861.0,1080-1240,Boca Raton,FL,1080.0,1240.0,1160.0,Florida,27.664827,-81.515754,26.3683064,-80.1289321,26.3749876,-80.10106329999999
SUNY New Paltz,386,"New Paltz, NY",B+,45,15496.0,1090-1280,New Paltz,NY,1090.0,1280.0,1185.0,New York,43.299428,-74.217933,41.7475933,-74.0868095,41.7390054,-74.0851655
Susquehanna University,387,"Selinsgrove, PA",B+,72,27079.0,1020-1230,Selinsgrove,PA,1020.0,1230.0,1125.0,Pennsylvania,41.203322,-77.194525,40.7989735,-76.8621935,40.79607290000001,-76.8774454
University of Nebraska at Kearney,388,"Kearney, NE",B+,85,15890.0,990-1170,Kearney,NE,990.0,1170.0,1080.0,Nebraska,41.492537,-99.901813,40.69933030000001,-99.0816784,40.7011879,-99.1014292
Arizona State University - Downtown Phoenix Campus,389,"Phoenix, AZ",B+,82,13764.0,1080-1270,Phoenix,AZ,1080.0,1270.0,1175.0,Arizona,34.048928,-111.093731,33.4483771,-112.0740373,33.453931,-112.0705602
Wheaton College - Massachusetts,390,"Norton, MA",B+,74,29688.0,1180-1350,Norton,MA,1180.0,1350.0,1265.0,Massachusetts,42.407211,-71.382437,41.9667703,-71.1869963,41.9672177,-71.1839593
University of Washington - Bothell,391,"Bothell, WA",B+,74,9469.0,1020-1260,Bothell,WA,1020.0,1260.0,1140.0,Washington,47.751074,-120.740139,47.76011099999999,-122.2054452,47.7589719,-122.190707
Alfred University,392,"Alfred, NY",B+,62,21646.0,940-1180,Alfred,NY,940.0,1180.0,1060.0,New York,43.299428,-74.217933,42.2278258,-77.76809519999999,42.253418,-77.78770519999999
University of Southern Mississippi,393,"Hattiesburg, MS",B+,97,14485.0,940-1190,Hattiesburg,MS,940.0,1190.0,1065.0,Mississippi,32.354668,-89.398528,31.3271189,-89.29033919999999,31.3298668,-89.33345349999999
Towson University,394,"Towson, MD",B+,76,16161.0,1060-1220,Towson,MD,1060.0,1220.0,1140.0,Maryland,39.045755,-76.641271,39.4014955,-76.6019125,39.3925121,-76.61263919999999
Whittier College,395,"Whittier, CA",B+,57,26363.0,1040-1220,Whittier,CA,1040.0,1220.0,1130.0,California,36.778261,-119.417932,33.9791793,-118.032844,33.97773129999999,-118.0292132
Birmingham-Southern College,396,"Birmingham, AL",B+,54,23452.0,1110-1310,Birmingham,AL,1110.0,1310.0,1210.0,Alabama,32.318231,-86.902298,33.5185892,-86.8103567,33.5159411,-86.8510103
University of Tampa,397,"Tampa, FL",B+,45,31278.0,1100-1250,Tampa,FL,1100.0,1250.0,1175.0,Florida,27.664827,-81.515754,27.950575,-82.4571776,27.9468757,-82.46722659999999
Roanoke College,398,"Salem, VA",B+,75,27180.0,1050-1260,Salem,VA,1050.0,1260.0,1155.0,Virginia,37.431573,-78.656894,37.2934681,-80.05476259999999,37.2974467,-80.05526660000001
Florida Gulf Coast University,399,"Fort Myers, FL",B+,67,11621.0,1060-1210,Fort Myers,FL,1060.0,1210.0,1135.0,Florida,27.664827,-81.515754,26.640628,-81.8723084,26.4637116,-81.7752618
Keiser University - Fort Lauderdale,400,"Fort Lauderdale, FL",B+,100,30437.0,,Fort Lauderdale,FL,,,,Florida,27.664827,-81.515754,26.1224386,-80.13731740000001,26.1859293,-80.1640417
Stetson University,401,"Deland, FL",B+,72,23761.0,1070-1270,Deland,FL,1070.0,1270.0,1170.0,Florida,27.664827,-81.515754,29.028318,-81.3031179,29.0348652,-81.30091589999999
Wayne State University,402,"Detroit, MI",B+,73,15012.0,1010-1230,Detroit,MI,1010.0,1230.0,1120.0,Michigan,44.314844,-85.602364,42.331427,-83.0457538,42.3591388,-83.06654619999999
