name,college_lat,college_lng
Quinnipiac University,41.4189262,-72.89364929999999
Endicott College,42.3519168,-71.0645558
Kettering University,43.0125473,-83.7126198
Penn State York,39.95107710000001,-76.7043393
Southern Illinois University Edwardsville,38.7930524,-89.99613649999999
Spring Hill College,30.6919256,-88.13573439999999
Northland College,46.58068799999999,-90.87329779999999
George Fox University,44.2355499,-121.2181091
Spring Arbor University,42.2078741,-84.5563196
Northwestern State University of Louisiana,31.7503566,-93.0974451
University of Minnesota - Morris,45.58903170000001,-95.8969661
Fontbonne University,38.641545,-90.315891
MidAmerica Nazarene University,38.8760668,-94.7823676
Milligan University,36.3020183,-82.2948382
Muskingum University,40.0002942,-81.73904619999999
Covenant College,34.9654615,-85.3749113
Nazareth College,43.1028694,-77.51960559999999
Minneapolis College of Art & Design,44.956657,-93.2741909
Texas A&M University - Corpus Christi,30.6090918,-96.3337124
Missouri State University,37.2005546,-93.2806806
Colorado Christian University,39.7131047,-105.0959323
Webster University,38.5892883,-90.34376669999999
Huntington University,40.8989385,-85.4989927
Art Center College of Design,34.1680011,-118.1844544
Oakland University,42.6678782,-83.20823469999999
Ave Maria University,26.3365407,-81.4390109
Presbyterian College,34.465182,-81.87755899999999
Asbury University,37.8631989,-84.6618348
Trine University,41.63133,-85.01347229999999
Massachusetts Maritime Academy,41.7408213,-70.6222566
Saint Mary's College - Indiana,41.7073021,-86.2572448
University of Central Oklahoma,35.657506,-97.4709491
Heidelberg University,41.1163289,-83.16806439999999
University of Central Missouri,38.757736,-93.7404559
Regent University,36.8007899,-76.1928949
Indiana University - East,39.866598,-84.8883743
Mayville State University,47.5039296,-97.3237882
University of Louisiana - Monroe,32.5267122,-92.07317909999999
Centenary College of Louisiana,32.4847432,-93.73215560000001
Oklahoma Baptist University,35.360563,-96.9326998
ECPI University,39.5955869,-104.8609434
Elizabethtown College,40.14932990000001,-76.58968349999999
Southern Illinois University Carbondale,37.7079717,-89.2229983
Valley City State University,46.9186274,-98.0028198
East Tennessee State University,36.3023954,-82.36985299999999
University of Illinois at Springfield,39.7301376,-89.61852689999999
Misericordia University,41.345197,-75.9707268
Coastal Carolina University,33.7965964,-79.01336119999999
University of Texas - San Antonio,29.5827351,-98.6189053
Mills College,37.7806326,-122.1825963
University of Wisconsin - Platteville,42.7322166,-90.4942674
University of Saint Francis - Indiana,41.0874895,-85.17384380000001
Northern State University,45.4510369,-98.4813447
Columbia International University,34.0730233,-81.0739134
Texas Woman's University,33.2272211,-97.12705199999999
Millikin University,39.84307769999999,-88.97489399999999
Brigham Young University - Hawaii,21.6422084,-157.9262121
Lyon College,35.7792058,-91.6283696
East Central University,34.7728989,-96.65981839999999
Molloy College,40.6862503,-73.6272086
Massachusetts College of Pharmacy & Health Sciences,42.3367556,-71.1012629
University of Wisconsin - River Falls,44.8530003,-92.6222324
SUNY Farmingdale State College,40.7529512,-73.4267093
Linfield University,45.2006802,-123.1993365
SUNY Polytechnic Institute,43.1375122,-75.227333
Menlo College,37.4569379,-122.1916154
Houghton College,42.4261436,-78.155632
University of North Alabama,34.8074692,-87.68129379999999
Salish Kootenai College,47.597485,-114.111796
Alcorn State University,31.8742035,-91.13729239999999
University of Missouri - St. Louis,38.7092187,-90.3083223
Dallas Baptist University,32.7100766,-96.94698280000001
Youngstown State University,41.1066413,-80.6480952
Midwestern State University,33.8713557,-98.5215656
Fort Hays State University,38.8714463,-99.3444887
Wisconsin Lutheran College,43.0368332,-88.0226922
McMurry University,32.43038,-99.749702
Lewis University,41.6050295,-88.0805608
Alverno College,42.9834571,-87.96498590000002
Lebanon Valley College,40.3337415,-76.51507959999999
Old Dominion University,36.8853052,-76.3058746
Radford University,37.1395334,-80.5511003
University of South Carolina - Upstate,34.9996102,-81.9711555
Kennesaw State University,34.0381785,-84.5826712
University of Houston - Downtown,29.7662579,-95.3593594
University of Saint Joseph,41.7822232,-72.7305454
Saint Mary's University of Minnesota,44.0447724,-91.69578369999999
University of Lynchburg,37.4006,-79.183153
Judson University,42.0598923,-88.2901334
University of Nevada Las Vegas,36.1074857,-115.1434507
Aquinas College - Michigan,42.9604684,-85.626114
Slippery Rock University,41.0603168,-80.05076100000001
Bethel University - Minnesota,45.0581634,-93.16190069999999
Wentworth Institute of Technology,42.3370447,-71.0965415
Pacific Union College,38.5698777,-122.4394834
Lycoming College,41.2446263,-76.9982694
Belmont University,36.1329081,-86.7941702
University of New Mexico,35.0843187,-106.6197812
University of Southern Indiana,37.9518299,-87.6693278
University of Redlands,34.0627062,-117.1632608
Stanbridge University - Orange County,33.6788293,-117.857653
St. Ambrose University,41.5400856,-90.58161319999999
Arkansas State University,35.8430861,-90.67485889999999
Palm Beach Atlantic University,26.7047472,-80.0504326
Metropolitan College of New York,40.7085735,-74.0149887
Olivet Nazarene University,41.1545555,-87.8712182
Penn State Worthington Scranton,41.4402189,-75.6204728
Northwood University - Midland,43.6301146,-84.2744061
Augsburg University,44.9659238,-93.24068400000002
University of Hawaii at Hilo,19.7011389,-155.0814464
University of Charleston,38.3327567,-81.6159277
William Paterson University of New Jersey,40.9473619,-74.1967319
University of New Haven,41.2906121,-72.9615489
Saint Mary-of-the-Woods College,39.5070533,-87.46151730000001
University of Detroit Mercy,42.4140934,-83.1379434
Ohio Wesleyan University,40.2965764,-83.07100779999999
Penn State Schuylkill,40.6406264,-76.16764839999999
Rocky Mountain College,45.79659669999999,-108.5581513
California State University - Stanislaus,37.525398,-120.8554591
Texas A&M University - Commerce,30.6090918,-96.3337124
University of Central Arkansas,35.0780939,-92.4578916
Milwaukee Institute of Art & Design,43.0309118,-87.90792309999999
University of Sioux Falls,43.5321764,-96.7390169
Southern Adventist University,35.0482015,-85.05195069999999
Saint Martin's University,47.0407318,-122.8154094
Mount Carmel College of Nursing,39.9563143,-83.02118999999999
Nicholls State University,29.7907128,-90.80286989999999
Wichita State University,37.7186367,-97.29414140000002
Mount Mary University,43.0724777,-88.0312099
Utica College,43.0949906,-75.2711748
Geneva College,40.7728309,-80.3211589
San Jose State University,37.3351874,-121.8810715
University of Connecticut - Avery Point,41.3179294,-72.0647414
Siena College,42.7188319,-73.7510482
Musicians Institute,34.1007003,-118.3374328
Young Harris College,34.932492,-83.84682
University of Wisconsin - Stevens Point,44.52944910000001,-89.57137759999999
Angelo State University,31.4382686,-100.4602762
Goshen College,41.5637669,-85.8280851
School of Visual Arts,40.7387621,-73.9822546
Hampshire College,42.3256097,-72.5312799
College of Our Lady of the Elms,42.14238,-72.6016765
Anderson University - South Carolina,34.5146119,-82.63947979999999
Penn State Mont Alto,39.8407505,-77.543306
Kansas Wesleyan University,38.8135523,-97.60908099999999
Lancaster Bible College - Capital Seminary & Graduate School,40.073488,-76.288094
SUNY Fredonia,42.4538665,-79.34036329999999
Franciscan University of Steubenville,40.37720909999999,-80.6243999
Penn State Harrisburg,40.2042735,-76.7451707
Texas Lutheran University,29.57319489999999,-97.9847891
Alma College,43.3807565,-84.6728043
Central Washington University,47.0073154,-120.5362805
McKendree University,38.6077977,-89.8155938
North Greenville University,35.0691604,-82.37043179999999
Walla Walla University,46.0464498,-118.3915808
Woodbury University,34.2076585,-118.3412543
California State University - Los Angeles,34.0667698,-118.1684392
Millersville University of Pennsylvania,39.9987943,-76.3527392
Mount St. Mary's University,39.6799914,-77.3486971
New York Film Academy - Los Angeles,34.1520127,-118.3353948
Bloomsburg University,41.0081119,-76.4472749
Penn State Hazleton,40.9827191,-76.0287123
Eastern Connecticut State University,41.7214436,-72.21775269999999
Washburn University,39.0334661,-95.70195369999999
SUNY Geneseo,42.79600689999999,-77.82386269999999
Arizona State University - Polytechnic Campus,33.3060092,-111.6785238
Springfield College - Massachusetts,42.1034769,-72.5557675
University of Houston - Victoria,28.8166264,-96.9784322
Buena Vista University,42.6410428,-95.2097352
Viterbo University,43.80212179999999,-91.2451143
University of Michigan - Flint,43.0199325,-83.6881932
Cornerstone University,42.98105959999999,-85.59586879999999
Northern Illinois University,41.934233,-88.774069
University of Colorado - Colorado Springs,38.8914247,-104.7971819
